Year,Month,Day,Temperature,Humidity,WindSpeed,ActualIrradiance,PredictedIrradiance,Confidence,Explanation
2025,11,17,22.43,88.58,0.99,3.1901,4.66823953104308,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,18,21.84,93.14,0.94,3.6763,3.84636415103241,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,19,22.81,89.51,1.11,5.063,4.76815762316832,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,20,23.1,85.01,0.74,5.2574,4.99983610694995,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,21,23.45,87.31,0.87,4.9752,4.90806788378828,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,22,22.49,94.42,1.04,3.761,4.22684151962989,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,23,22.18,90.72,1.26,3.4901,4.52458234083377,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,24,21.57,92.29,1.64,2.6597,4.13372262722463,High confidence,Lower-than-average output is mainly due to high humidity.
2025,11,25,21.86,87.74,1.53,4.7254,4.95857554051308,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,26,21.24,86.19,1.5,4.9433,4.86636882572448,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,11,27,20.64,85.27,1.41,4.4477,4.87998425157702,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,11,28,19.1,89.82,1.33,2.6414,3.33131675965692,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,11,29,19.43,89.15,1.13,2.9182,3.21847517228715,Low confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,11,30,21.21,87.17,0.99,4.2619,4.49643379389797,Low confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,12,1,22.33,89.02,0.85,4.093,4.52099816622706,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,2,22.6,93.77,1.01,4.1537,4.31925240178688,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,3,21.86,91.2,0.91,1.4952,4.08558638614936,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,4,21.81,86.73,0.97,4.3678,4.72922148534436,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,5,22.05,90.6,1.19,4.1062,4.41791881348878,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,6,22.07,87.46,1.32,4.3757,4.92338820568958,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,7,21.24,87.14,1.29,4.5269,4.66167445558316,Low confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,12,8,21.04,84.26,1.15,5.4497,5.07695121128965,Low confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2025,12,9,21.05,83.71,0.91,5.3714,5.0360141833672,Low confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2025,12,10,21.42,85.3,1.38,5.2673,5.05058642709412,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,12,11,20.41,82.77,1.47,5.0635,5.33275090248498,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,12,20.75,84.52,1.25,5.3107,5.02522004278255,High confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2025,12,13,20.5,84.78,1.16,5.5567,4.89763276029072,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,12,14,19.14,79.52,1.3,5.7814,5.86764646540309,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,15,18.26,79.79,1.43,5.8658,6.07808401674882,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,16,20.84,86.99,1.33,4.6939,4.566924476087,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2025,12,17,22.33,86.72,1.75,4.4976,5.38420304115262,High confidence,Higher-than-average output is mainly due to high humidity.
2025,12,18,19.24,82.66,1.89,4.9255,5.9550893700753,High confidence,Higher-than-average output is mainly due to cooler temperature.
2025,12,19,19.04,80.04,1.55,4.416,6.04615339155432,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,20,18.95,82.51,1.23,4.9442,5.31197257142888,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,21,18.85,80.55,1.39,5.3467,5.84471287906386,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,22,18.79,83.4,1.26,5.1631,5.1169734485225,High confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2025,12,23,19.69,77.65,1.01,5.6014,5.7501738268128,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,24,19.92,79.13,0.99,5.5884,5.63501432996476,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,25,19.92,79.38,0.99,5.4696,5.61512442630702,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,26,20.01,83.47,1.22,5.1744,5.14313816372048,High confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2025,12,27,20.74,82.15,1.07,4.9531,5.3429835983029,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,28,20.53,81.14,0.99,5.311,5.4189592512614,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2025,12,29,21.23,83.28,0.95,4.8797,5.14237332176889,High confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2025,12,30,21.99,85.07,0.73,4.9579,4.86163372928612,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,12,31,21.82,86.66,1.02,4.2055,4.76888970935063,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,1,1,21.85,89.76,1,3.5515,4.3173513459806,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,1,2,20.99,90.87,0.71,3.6103,3.48546552859484,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2026,1,3,21.44,85.8,1.03,4.7753,4.82480070132662,High confidence,Lower-than-average output is mainly due to high humidity and low wind and cooler temperature.
2026,1,4,20.6,79.91,1.37,5.2349,5.7179369929815,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,5,20.05,79.28,1.58,5.1526,5.94701808664255,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,6,20.25,81.29,1.45,2.9503,5.58566976623193,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,7,20.36,80.13,1.55,4.7294,5.75840513688265,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,8,19.33,77.64,1.72,5.5238,6.46551738785172,High confidence,Higher-than-average output is mainly due to cooler temperature.
2026,1,9,20.07,80,1.56,5.5836,5.83004376318895,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,10,21.14,83.55,1.07,5.3609,5.16362487650593,High confidence,Lower-than-average output is mainly due to low wind and cooler temperature.
2026,1,11,21.58,87.78,1.29,3.3593,4.67903163415086,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,1,12,22.24,87.16,1.35,5.3698,5.03762003635122,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,1,13,21.89,87.74,1.22,4.5185,4.75232913337041,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,1,14,21.72,83.07,0.96,5.3462,5.21251136678253,High confidence,Higher-than-average output is mainly due to low wind.
2026,1,15,21.49,78.03,1.13,5.6503,5.72309135681912,High confidence,Higher-than-average output is mainly due to low wind.
2026,1,16,20.34,79.5,1.27,5.0414,5.7457584433442,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,17,19.54,75.98,1.21,5.449,5.92675159851651,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,18,19.67,76.81,1.11,5.711,5.84621963375454,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,19,21.46,80.32,0.75,5.4605,5.32688912417781,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,20,20.96,78.58,0.88,5.7883,5.53021477559684,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,21,19.76,78.26,1.15,5.6254,5.81870028236817,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,22,19.98,73.37,1.05,6.1301,5.67229192538644,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,23,20.06,73.02,0.91,6.167,5.51373479094715,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,24,20.89,79.49,1.07,5.9909,5.61760103857033,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,25,22.85,82.29,0.91,5.2963,5.33343735530835,High confidence,Higher-than-average output is mainly due to low wind.
2026,1,26,23.28,80.01,0.86,5.4682,5.50544831084506,High confidence,Higher-than-average output is mainly due to low wind.
2026,1,27,22.69,78,1.1,5.4209,5.74217091557566,High confidence,Higher-than-average output is mainly due to low wind.
2026,1,28,22.08,76.03,1.15,5.4864,5.82884518545571,High confidence,Higher-than-average output is mainly due to low wind.
2026,1,29,21.27,74.06,1.28,5.6273,5.8985889976405,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,30,21.01,71.8,1.23,5.8697,5.83487289103569,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,1,31,20.86,67.98,1.13,6.247,5.59005138602599,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,2,1,22.25,75.8,1.08,6.0454,5.81590478462719,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,2,23.12,75.98,1.1,5.8296,5.86498579273406,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,3,22.07,72.08,1.19,4.5914,5.96568563310208,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,4,21.54,66.17,1.44,6.5604,6.13079299994599,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,5,22.38,70.59,1.34,5.8634,6.09088282589897,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,6,22.58,65.68,1.55,6.3962,6.42024664638991,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,7,22.36,64.76,1.21,6.4903,6.36827827883539,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,8,22.33,65.71,1.22,5.8834,6.3029231273519,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,9,22.86,70.28,0.94,4.9774,5.98151344965033,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,10,23.28,69.48,0.84,5.3316,5.97589993900278,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,11,20.37,67.23,1.51,6.2244,5.99958414690859,High confidence,Higher-than-average output is mainly due to low wind and cooler temperature.
2026,2,12,22.2,60.08,1.07,6.5258,6.6199007714655,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,13,23.67,65.36,1.02,6.2914,6.40332800947218,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,14,23.67,67.03,1.22,6.2434,6.41619968364039,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,15,24.03,64.94,0.97,6.198,6.41170735833011,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,16,23.77,61.51,0.93,5.5531,6.57424895156477,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,17,23.48,59.25,0.89,5.9273,6.60520299034486,High confidence,Higher-than-average output is mainly due to low humidity and low wind.
2026,2,18,23.89,58.68,1,5.3321,6.71394566573319,High confidence,Higher-than-average output is mainly due to low humidity and low wind.
2026,2,19,24.05,61.86,1.13,6.018,6.68035842202622,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,20,24.14,67.29,1.17,5.671,6.39105952998882,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,21,24.37,73.81,1.03,5.2164,5.9328556896189,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,22,24.05,77.65,0.84,5.2673,5.64791666099712,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,23,24.85,70.68,0.91,5.5589,5.9938922386263,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,24,24.86,73.09,0.92,5.5646,5.87633948668031,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,25,23.68,84.08,1.27,5.1938,5.41940951568193,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,26,24.16,77.53,0.87,5.563,5.66991608467132,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,27,23.19,80.77,0.66,4.5756,5.32213230591547,High confidence,Higher-than-average output is mainly due to low wind.
2026,2,28,24.12,72.29,0.74,4.6318,5.82446361546223,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,1,24.64,69.49,0.73,6.871,5.95259416405975,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,2,24.83,67.33,0.68,6.9384,6.05698653773725,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,3,24.35,63.4,1.02,6.8978,6.55981871210694,Low confidence,Higher-than-average output is mainly due to low wind.
2026,3,4,24.17,60.23,1.07,7.0094,6.71920660452967,Low confidence,Higher-than-average output is mainly due to low wind.
2026,3,5,24.7,68.62,0.92,6.5882,6.13182677892411,Low confidence,Higher-than-average output is mainly due to low wind.
2026,3,6,25.04,72.98,1.24,5.7113,6.00034447145833,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,7,25.46,71.55,0.92,5.4139,5.90773985402954,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,8,25.85,67.24,0.93,5.8385,6.18237539531318,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,9,25.23,67.03,0.81,5.2843,6.16594266068359,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,10,24.28,62,1.3,6.8386,6.69720155848249,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,11,25.21,66.79,0.93,6.6833,6.25268435826116,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,12,25.87,64.55,1.07,6.841,6.45917955086593,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,13,25.81,60.86,1,6.8098,6.76433794491086,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,14,25.66,61.2,0.87,6.6017,6.73981733346242,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,15,25.96,63.18,0.81,6.6598,6.54546329166248,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,16,25.81,70.22,1.07,6.3084,6.0266172672577,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,17,25.74,73.28,0.84,5.0731,5.78957047699348,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,18,23.85,74.09,1.2,5.4595,5.9916998443679,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,19,24.69,72.68,1.06,6.5081,5.98425208124218,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,20,25.97,65.12,1,7.0476,6.39259178718272,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,21,26.55,62.76,0.72,6.7517,6.56610617180885,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,22,26.89,62.47,0.74,6.3031,6.61108364673181,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,3,23,26.95,61.78,0.8,6.7433,6.70784963634294,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,3,24,27.16,61.04,0.67,7.0332,6.67496067078113,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,3,25,27.17,61.5,0.69,7.0673,6.66222964944852,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,3,26,26.89,58.29,0.94,7.1119,6.97991644176559,High confidence,Higher-than-average output is mainly due to low humidity and low wind and high temperature.
2026,3,27,26.98,63.43,0.98,6.8796,6.53633912835936,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,3,28,25.88,75.35,1.38,5.1667,5.77528618355341,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,29,26.22,71.34,0.94,6.2462,5.89123427194308,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,30,26.53,66.02,0.7,5.5798,6.23365888190529,High confidence,Higher-than-average output is mainly due to low wind.
2026,3,31,26.63,63.62,0.73,6.6955,6.48371318839031,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,1,26.69,62.99,0.87,7.3421,6.58976938416127,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,2,26.85,66.99,1.18,6.6038,6.2426563652804,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,3,25.52,78,0.95,5.802,5.68487411071675,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,4,24.54,83.34,1.43,4.7976,5.49579533432215,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,5,25.36,78.33,1.69,5.5447,5.35861660055717,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2026,4,6,24.46,79.64,1.56,6.2146,5.3376582032017,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,7,26.09,65.02,1.88,7.1052,3.50517454509859,High confidence,Lower-than-average output is mainly due to typical mid-range weather conditions.
2026,4,8,26.52,61.8,1.39,7.2022,6.37011616274018,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,9,25.73,73.43,1.09,6.1778,5.87202106068584,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,10,26.86,72.03,0.9,6.3463,5.91971640066682,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,11,26.52,73.11,0.79,5.8085,5.85022253447275,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,12,27.85,65.18,0.84,6.2741,6.42461152259095,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,13,27.66,68.07,1.04,6.5066,6.21828823746442,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,14,27.51,67.33,0.77,6.8419,6.21675027132281,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,15,27.46,67.23,0.96,6.9497,6.21763285775185,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,16,27.77,66.3,0.91,6.7428,6.32744797596897,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,17,27.63,65.98,0.88,6.115,6.33060571251225,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,18,27.29,65.62,0.7,6.5508,6.31873811605859,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,19,27.37,66.96,0.74,6.6629,6.2256223584823,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,20,26.79,71.15,0.98,6.7397,5.93743928283645,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,21,27.36,68.26,0.98,6.7548,6.13932272761625,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,22,27.36,68.89,0.82,7.0241,6.1004328992734,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,23,27.97,64.82,0.79,6.7781,6.46385041327894,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,24,28.05,63.45,0.77,6.3449,6.58006921729643,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,25,27.99,60.64,0.89,5.5766,6.85802414618999,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,26,28.36,61.14,0.86,6.4973,6.8388328355559,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,27,27.71,68.64,1.32,6.1274,6.2284701199761,High confidence,Higher-than-average output is mainly due to low wind and high temperature.
2026,4,28,26.56,76.99,1.5,4.9754,5.57910606002462,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,29,26.23,80.13,1.3,5.3525,6.10003099319711,High confidence,Higher-than-average output is mainly due to low wind.
2026,4,30,25.01,86.35,1.36,6.1973,5.80060457032184,High confidence,Higher-than-average output is mainly due to high humidity and low wind.
2026,5,1,25.6,80.11,1.37,6.337,5.71524361443053,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,2,25.59,81.72,1.58,4.8552,5.48485572459744,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,3,25.56,79.68,1.81,6.0007,5.42972014020362,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2026,5,4,25.65,77.96,1.29,5.8133,5.74912916693031,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,5,24.5,78.47,0.85,6.0014,5.59726244801227,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,6,25.63,79.75,0.94,5.959,5.66004449726962,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,7,25.2,80.42,0.76,5.8634,5.43468343662283,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,8,25.35,81.58,0.78,6.0499,5.3942653930776,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,9,24.57,83.4,0.76,5.1274,5.18183120750712,High confidence,Lower-than-average output is mainly due to low wind.
2026,5,10,25.8,75.04,0.79,4.5785,5.72333811182786,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,11,26,78.63,1.13,5.8774,5.8654462208613,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,12,26.38,79.41,1.51,5.9398,5.70044434940748,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,13,24.83,85.65,1.99,4.6874,4.8443655722814,High confidence,Lower-than-average output is mainly due to high humidity.
2026,5,14,25.86,81.66,1.93,4.7064,5.88023353973715,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2026,5,15,24.59,86.53,2.06,5.0182,4.73291823212484,High confidence,Lower-than-average output is mainly due to high humidity.
2026,5,16,25.11,82.4,1.49,3.3583,5.51921255105192,High confidence,Higher-than-average output is mainly due to low wind.
2026,5,17,24.86,88.47,1.78,2.6477,5.38533974073957,Low confidence,Higher-than-average output is mainly due to high humidity.
2026,5,18,24.14,92.1,1.89,3.5304,4.53854438491939,Low confidence,Lower-than-average output is mainly due to high humidity.
2026,5,19,24.76,85.29,2.34,5.4804,5.06062936231346,Low confidence,Lower-than-average output is mainly due to high humidity.
2026,5,21,25.26,82.3,2.09,5.2584,5.67864353250174,Low confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2026,5,22,24.73,82.29,2.78,5.0381,8.98152,Low confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2026,5,23,23.65,88.01,2.23,4.0399,4.88757794973335,Low confidence,Lower-than-average output is mainly due to high humidity.
2026,5,24,24.11,88.01,2.89,3.761,4.55380504562089,Low confidence,Lower-than-average output is mainly due to high humidity.
2026,5,25,24,86.65,1.95,6.0259,5.03630090093913,High confidence,Lower-than-average output is mainly due to high humidity.
2026,5,26,24.63,84.52,1.9,5.7348,4.90433983354491,High confidence,Lower-than-average output is mainly due to typical mid-range weather conditions.
2026,5,27,24.49,87.11,1.89,4.9421,4.96113329461944,High confidence,Lower-than-average output is mainly due to high humidity.
2026,5,28,24.01,90.89,1.96,4.3798,4.62949141087544,High confidence,Lower-than-average output is mainly due to high humidity.
2026,5,29,24.35,85.44,2,5.46,4.86255259164396,High confidence,Lower-than-average output is mainly due to high humidity.
2026,5,30,24.15,88.04,1.76,5.5284,5.22107526751433,High confidence,Higher-than-average output is mainly due to high humidity.
2026,5,31,24.56,88.32,1.8,4.6303,5.15997876410924,High confidence,Lower-than-average output is mainly due to high humidity.
2026,6,1,25.35,89.82,0.7,4.007,4.55120948340369,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,2,24.94,87.93,0.82,2.9983,4.90230232646692,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,3,24.26,92.35,1.23,5.3683,5.17639153481244,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,4,24.13,94.43,1.24,4.919,5.07046587775357,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,5,24.29,91.01,1.44,3.2359,5.42444985124307,Low confidence,Higher-than-average output is mainly due to high humidity and low wind.
2026,6,6,24.03,89.07,1.47,3.935,5.3944687617803,Low confidence,Higher-than-average output is mainly due to high humidity and low wind.
2026,6,7,23.03,96.86,1.49,3.0881,4.3601272626518,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,8,23.2,96.36,1.51,2.22,4.46557027757315,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,9,23.32,96.05,1.53,2.8781,4.51903939239385,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,10,23.92,94.74,1.17,3.4718,4.92474881224954,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,11,24.39,95.72,1.11,4.9229,5.00002525434681,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,12,24.3,93.34,1.12,3.5657,5.02595816873652,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,13,23.88,91.64,1.23,5.689,5.05989418998893,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,14,23.72,89.02,1.19,5.3669,5.09070865283544,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,15,24.38,90.63,1.02,5.7235,4.98281237099685,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,16,25,89.73,1.1,6.0612,5.36951494107906,Low confidence,Higher-than-average output is mainly due to high humidity and low wind.
2026,6,17,23.34,95.97,1.01,5.0059,4.60668418995522,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,18,22.87,93.78,0.81,2.1922,4.37509401285495,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,19,23.18,91.8,0.78,5.3422,4.54643662582419,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,20,23.67,86.63,0.89,6.1932,4.9930774697754,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,21,24.07,89.61,1,4.386,4.94667645531243,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,22,23.41,91.5,1.01,2.9878,4.74788934152576,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,23,23.53,89.73,1.32,4.1993,5.13532003372744,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,24,23.46,89.18,0.98,3.1747,4.85469323433313,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,25,23.62,90.05,1.09,6.0638,4.92538038955112,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,26,23.7,88.91,1.15,3.9427,5.05446603046703,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,27,23.86,88.91,1.17,5.4818,5.10783225236236,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,28,23.27,91.38,1.37,2.664,5.00939726528554,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,6,29,23.45,90.22,1.47,3.2657,5.21950589208208,Low confidence,Higher-than-average output is mainly due to high humidity and low wind.
2026,6,30,23.06,91.49,1.52,3.2491,5.05921250670259,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,7,1,22.78,93,1.39,4.6193,4.70843904081441,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,7,2,23.02,92.38,1.45,3.7078,4.90789873425961,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,7,3,23.04,92.18,1.54,2.0609,4.98472970889928,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2026,7,4,22.82,91.34,1.77,3.5806,5.07353573560965,Low confidence,Lower-than-average output is mainly due to high humidity.
2026,7,5,23.4,90.44,1.57,4.0183,5.24514224742317,Low confidence,Higher-than-average output is mainly due to high humidity and low wind.
2026,7,6,23.88,88.2,1.66,5.2349,5.36400570532552,Low confidence,Higher-than-average output is mainly due to high humidity.
2026,7,7,23.2,89.52,1.83,5.1454,5.30420012258026,Low confidence,Higher-than-average output is mainly due to high humidity.
2026,7,8,23.69,89.75,1.82,2.323,5.14560327427281,Low confidence,Lower-than-average output is mainly due to high humidity.
